"","mean_Normal","mean_Tumor","over_10_normal","over_10_tumor","normal_sample","tumor_sample","log2foldChange","pValues","FDR"
"ENSG00000004975.12",28.8998553585545,35.0628415799885,58,513,58,513,0.278880648262188,0.00188282034441409,0.00290350658036754
"ENSG00000005001.10",9.75881115042368,31.9830055915494,58,511,58,513,1.71252821205848,3.89518529980593e-15,1.87554958967903e-14
"ENSG00000005007.13",120.012903025664,138.132316386378,58,513,58,513,0.202861357458392,0.00682905645906423,0.00986122817359619
"ENSG00000005020.13",80.4793247127995,70.0585185073481,58,513,58,513,-0.200057719297744,2.16775236700061e-06,4.51656670224931e-06
"ENSG00000005022.6",233.956910779911,293.457610007713,58,513,58,513,0.326909276242943,0.00226792801957538,0.00346621823469406
"ENSG00000005059.16",16.6208238357476,20.7594652757154,58,513,58,513,0.32077738990128,0.148073680720151,0.177618024841532
"ENSG00000005073.6",0.0325811894754589,0.632350026863211,1,116,58,513,4.27861217949216,6.59770678532856e-05,0.000119273230546013
"ENSG00000005075.15",21.8557966993315,38.7025502533431,58,513,58,513,0.824412665000178,6.13270680781927e-16,3.21162426762709e-15
"ENSG00000005100.13",17.4789910453591,24.5607409733768,58,513,58,513,0.490732176722612,8.41537959038513e-10,2.41193087823161e-09
"ENSG00000005102.14",2.95797792943014,1.34218300166728,50,443,58,513,-1.14002989693472,0.00043775533045347,0.000725179936983773
"ENSG00000005108.16",11.3068627139941,7.62880855207838,58,513,58,513,-0.567669020662155,1.05193428917748e-13,4.41395260898551e-13
"ENSG00000005156.12",20.3867823521924,36.4452000941298,58,513,58,513,0.838094728610463,1.07244543985958e-23,1.28331569688989e-22
"ENSG00000005175.10",21.3483583787811,32.2518075655893,58,513,58,513,0.595254883801791,8.24551978055522e-19,5.7288570315417e-18
"ENSG00000005187.12",13.6322193835257,13.9473978641683,58,513,58,513,0.0329755284907846,0.00803757558300848,0.011504421209191
"ENSG00000005189.20",2.46356432366692,5.12186226072655,58,513,58,513,1.0559213149846,2.36742715977152e-18,1.57480414516411e-17
"ENSG00000005194.15",38.8296285408728,49.5606697574937,58,513,58,513,0.352037778095895,4.46909207483767e-07,9.96244599285509e-07
"ENSG00000005206.17",25.407724221741,41.3508359678558,58,513,58,513,0.702649337383253,5.59118711685812e-10,1.62484974884375e-09
"ENSG00000005238.20",30.9466063317133,28.3827056100314,58,513,58,513,-0.124769086904862,0.00194803148933249,0.00299755144500194
"ENSG00000005243.10",12.4561682408678,10.9849252526644,58,513,58,513,-0.181335282688602,4.81296953385758e-05,8.80398344538481e-05
"ENSG00000005249.13",19.7719855027426,17.566677866879,58,513,58,513,-0.170616372795551,4.6492354817869e-07,1.03517085960506e-06
"ENSG00000005302.19",31.6120497888378,32.5613312899268,58,513,58,513,0.0426851007571314,0.794952773388744,0.820465298484521
"ENSG00000005339.15",121.489475773515,119.335873051048,58,513,58,513,-0.0258035527312875,0.130781965839054,0.158308978622098
"ENSG00000005379.17",18.832597206695,18.7559260211046,58,513,58,513,-0.0058854822236749,0.0262667908969307,0.0351985460203879
"ENSG00000005381.8",0.866067571442271,0.592617439595099,50,372,58,513,-0.5473785071538,3.10038130702216e-08,7.68941080453734e-08
"ENSG00000005421.9",0.639909811138828,2.08240472224523,49,418,58,513,1.70230999726531,0.0212869692968391,0.0288465656842954
"ENSG00000005436.14",13.8510903215704,15.5809924407326,58,513,58,513,0.169787583737705,0.3859519720674,0.429924087400999
"ENSG00000005448.17",18.0522019130573,16.1775674920915,58,513,58,513,-0.158180124140121,0.57342577691772,0.615453547561341
"ENSG00000005469.12",15.3430549129875,15.8397143524,58,513,58,513,0.0459605561804975,0.130354650248191,0.157842687883584
"ENSG00000005471.19",0.559427693377931,2.4901016561274,47,501,58,513,2.15418106170244,1.22772643656055e-18,8.38355377263128e-18
"ENSG00000005483.21",100.684797249798,84.8852692076232,58,513,58,513,-0.246259743544625,6.25570342519257e-07,1.37420198630423e-06
"ENSG00000005486.17",164.861408174994,128.139001162008,58,513,58,513,-0.363544072994776,4.61116741650692e-09,1.23186659212027e-08
"ENSG00000005513.10",0.763902266167815,1.44229421579531,50,415,58,513,0.916905515716374,0.828161322054789,0.850491504455906
"ENSG00000005700.15",62.5344796026221,72.1846791195393,58,513,58,513,0.207040796784859,0.0487997736077052,0.063080816659938
"ENSG00000005801.18",16.7338671175787,26.5082801239941,58,513,58,513,0.66367218625544,1.65361611992218e-15,8.26398671091182e-15
"ENSG00000005810.18",61.7546291951454,50.3401024652863,58,513,58,513,-0.294839133712506,1.03919448166765e-06,2.23529029409201e-06
"ENSG00000005812.11",68.4737088813546,40.4449140834627,58,513,58,513,-0.75959186190487,5.70309363830014e-24,7.05280788201095e-23
"ENSG00000005844.19",81.8066683993306,36.8257805822526,58,513,58,513,-1.1515023421395,1.22262692334981e-21,1.12892947651463e-20
"ENSG00000005882.12",22.3454261829731,19.4571601005889,58,513,58,513,-0.199678406051137,4.4824974384037e-06,9.06657143352782e-06
"ENSG00000005884.18",459.133925787304,584.629122042822,58,513,58,513,0.348606657761399,0.910079272111869,0.92280912900926
"ENSG00000005889.16",39.9141154680831,33.7037717294172,58,513,58,513,-0.243988990154983,1.4398246566421e-06,3.05053113512047e-06
"ENSG00000005893.16",246.947063620678,248.506433021291,58,513,58,513,0.0090813848115205,0.0349544195447657,0.0461196579865122
"ENSG00000005961.19",2.53267538757804,2.1429370617803,58,479,58,513,-0.241072700430897,3.30917403251236e-06,6.7726832757128e-06
"ENSG00000005981.13",1.16390988617079,2.00610890370952,58,406,58,513,0.785420562023829,2.12327517504291e-06,4.42917226895676e-06
"ENSG00000006007.12",99.4440491530168,115.133264074057,58,513,58,513,0.211347768068086,0.183079990160182,0.216277352200571
"ENSG00000006015.18",17.9549268824384,21.4699791278223,58,513,58,513,0.257941010721554,0.0787654017896872,0.0985111845279273
"ENSG00000006016.11",8.03974717618773,147.624163916136,58,511,58,513,4.19863494450959,4.23685085450973e-06,8.58625686339056e-06
"ENSG00000006025.12",14.0285648932416,22.149638537248,58,513,58,513,0.658915725059201,2.8802065406224e-06,5.93594439951409e-06
"ENSG00000006042.12",84.5854302859641,82.4497678054773,58,513,58,513,-0.0368937519190644,0.0358336761490113,0.0472227855924449
"ENSG00000006047.13",0.229441182520837,6.41471175412442,18,441,58,513,4.80518816927428,1.06082470837525e-19,8.02719485973421e-19
"ENSG00000006062.17",26.2839441749691,17.60421893324,58,513,58,513,-0.578260564169144,5.74670986758723e-08,1.39093488604708e-07
"ENSG00000006071.15",1.32788439750897,1.28770990762797,54,290,58,513,-0.044321931532589,7.34153810494586e-10,2.11223158590055e-09
"ENSG00000006118.15",14.3271956062294,60.4822407379283,58,513,58,513,2.07775534405664,1.14795786123299e-23,1.36744031749778e-22
"ENSG00000006125.18",272.432982122589,300.098314622306,58,513,58,513,0.139533842737137,0.799490320515568,0.824661962618196
"ENSG00000006128.12",0.154504817050736,4.80806195443408,10,50,58,513,4.95973176270985,7.66768658964903e-08,1.83724827872142e-07
"ENSG00000006194.10",28.1890339319137,33.0594532427193,58,513,58,513,0.229928828595718,1.48063097959903e-05,2.84795999169081e-05
"ENSG00000006210.7",215.59917892855,106.487403526642,58,513,58,513,-1.01766890076581,1.14640624446817e-11,3.93152021266775e-11
"ENSG00000006282.21",39.5994592558848,77.8491076960746,58,513,58,513,0.975199773328915,1.06401310658868e-16,6.00340398690608e-16
"ENSG00000006283.18",0.531955300801259,1.42712587996259,43,395,58,513,1.42373566467628,0.16731793858872,0.199028036989275
"ENSG00000006327.14",68.2231706070423,96.6539667992035,58,513,58,513,0.502567139262445,0.00149684415357052,0.00233894154328912
"ENSG00000006377.11",0.0335119767071338,1.08801425581815,1,190,58,513,5.02087686298981,2.24452756477824e-10,6.76788375903832e-10
"ENSG00000006432.15",19.6908145104848,29.5160857973988,58,513,58,513,0.583978625103906,7.22692408061789e-06,1.43434383394021e-05
"ENSG00000006451.8",107.467211776782,83.020935579823,58,513,58,513,-0.372349465831554,7.33178746496544e-08,1.75869073725433e-07
"ENSG00000006453.14",31.8745995331847,77.4346905538821,58,513,58,513,1.28057281875321,2.37326834873341e-24,3.06341898708618e-23
"ENSG00000006459.11",42.6786418067162,40.6592118690445,58,513,58,513,-0.0699320144564706,0.127813470089764,0.155001667456702
"ENSG00000006468.14",97.4930133212171,42.8677406372724,58,513,58,513,-1.18540645286955,5.94596032604909e-23,6.45835641043792e-22
"ENSG00000006530.18",20.3057881075124,29.6689507304404,58,513,58,513,0.547062883315115,6.862016739069e-22,6.51730160212264e-21
"ENSG00000006534.16",233.980401032249,137.359964112285,58,513,58,513,-0.768426122465982,1.07658124352717e-15,5.50392460405999e-15
"ENSG00000006555.11",10.44286683115,21.0055576164079,58,513,58,513,1.00825326174238,3.27150569972568e-15,1.58571947861473e-14
"ENSG00000006576.16",24.6443920013086,37.5229543813799,58,513,58,513,0.606514034463578,4.91807265470191e-10,1.43751462023488e-09
"ENSG00000006606.9",0.253541112303837,0.633579186176325,15,311,58,513,1.32130523927867,0.000139342759449136,0.000243309232687311
"ENSG00000006607.14",31.729101502089,37.7296066411737,58,513,58,513,0.24989039116798,0.00652460546489339,0.00944186040640412
"ENSG00000006611.17",0.429149258643165,6.78233589475984,28,331,58,513,3.98223082427774,0.00864525425472325,0.0123298240300243
"ENSG00000006625.18",9.016066384282,30.15935191,58,513,58,513,1.74203538400918,5.06744295818141e-31,2.33707975586286e-29
"ENSG00000006634.8",5.65273814087758,15.2828400746794,58,513,58,513,1.43489089857719,6.91843065444173e-25,9.49051004881651e-24
"ENSG00000006638.13",5.68612674463505,2.95261018607098,58,513,58,513,-0.94545535787084,1.20909372169582e-15,6.14070784686311e-15
"ENSG00000006652.15",9.37781568140834,10.7005920900316,58,513,58,513,0.190366798049185,0.739181226367589,0.769806879210186
"ENSG00000006695.12",12.3005336236117,15.6097039832767,58,513,58,513,0.343722274696764,1.87443787994702e-06,3.93260304169889e-06
"ENSG00000006704.11",19.2229749271307,36.892761164968,58,513,58,513,0.940506145361943,1.92499991684813e-20,1.57370242423454e-19
"ENSG00000006712.15",66.9317960328719,71.4263061107124,58,513,58,513,0.0937637849325254,0.949450588383525,0.956521895744796
"ENSG00000006715.16",72.0297218253354,79.0971525684798,58,513,58,513,0.135033427120161,0.396622387906699,0.440949190961176
"ENSG00000006740.17",58.3294635050472,19.0333303735676,58,513,58,513,-1.61569678426323,1.43775684745716e-31,7.92638974600225e-30
"ENSG00000006744.19",52.0102755800319,62.3833703909503,58,513,58,513,0.262364817235485,0.000161195908248251,0.000279436056562995
"ENSG00000006747.15",16.7227232351833,48.0874371724416,58,513,58,513,1.52385023536653,0.00325363515047782,0.00488147582292831
"ENSG00000006756.16",79.274833477902,107.01001439859,58,513,58,513,0.432810968791086,0.0126802614732128,0.0177110613998323
"ENSG00000006757.12",19.3787961329396,18.9943283832648,58,512,58,513,-0.0289102482000209,0.107374042957863,0.131674827576066
"ENSG00000006788.14",0.112270397682849,0.184018504893367,5,94,58,513,0.71287326821517,0.320642648221031,0.363014123759277
"ENSG00000006831.10",130.550700379033,86.3585417176736,58,513,58,513,-0.596199410653043,3.92989753563266e-17,2.3148904855235e-16
"ENSG00000006837.12",0.346742332049913,0.469329726448063,35,425,58,513,0.436737862038887,9.62130644228691e-05,0.00017085013104513
"ENSG00000007001.13",0.109781816828061,0.14224940178832,6,107,58,513,0.373783465051123,0.823844981472311,0.846522573467888
"ENSG00000007038.11",6.10311603183674,6.55006383048148,56,411,58,513,0.101962946758792,0.000448955516076262,0.00074290315362839
"ENSG00000007047.15",29.6756904144573,37.314106902783,58,513,58,513,0.330439561226436,8.60767572259801e-05,0.000153661650552665
"ENSG00000007062.12",13.0242138824539,35.0683394862399,55,491,58,513,1.42897282273276,0.20981301882656,0.245372487189563
"ENSG00000007080.11",43.0536551189001,51.200357735329,58,513,58,513,0.250018167267324,0.031752553747562,0.042130170666575
"ENSG00000007129.18",8.98409859429274,2.99485381168808,58,508,58,513,-1.58488817819685,8.34477123408657e-22,7.84043991138202e-21
"ENSG00000007168.14",161.445624889161,111.767815170781,58,513,58,513,-0.53054353769463,5.99591327756686e-23,6.50991957922671e-22
"ENSG00000007171.18",3.97941312857679,2.83612965333879,58,485,58,513,-0.488632195574431,3.69175426610988e-15,1.78119167955976e-14
"ENSG00000007174.18",27.6478630481157,6.80828387736586,58,366,58,513,-2.02180487851069,2.92171077395556e-16,1.57792825952134e-15
"ENSG00000007202.15",126.165063502598,137.04128917991,58,513,58,513,0.119298160916349,0.689691715540492,0.725086735275573
"ENSG00000007216.15",2.9072332908353,5.68149572995583,51,228,58,513,0.966623943420542,4.52506533844073e-10,1.3279665020282e-09
"ENSG00000007237.19",74.7488114466728,35.3265472307439,58,513,58,513,-1.08129789068613,8.90628374612962e-22,8.35306283294973e-21
"ENSG00000007255.10",18.6353064133514,22.8864642303601,58,513,58,513,0.296456054689141,0.0713508117209472,0.0897855567843625
"ENSG00000007264.15",10.9233841674423,5.24778420110134,58,511,58,513,-1.05763958612345,9.17148490118366e-17,5.19486524448223e-16
"ENSG00000007306.15",0.249279086963489,11.8593742890021,18,413,58,513,5.5721222294586,3.18764837191911e-14,1.39906788051349e-13
"ENSG00000007312.13",3.42918732599701,4.16024665288957,58,506,58,513,0.278802349034103,0.00721846295749858,0.0103937945092279
"ENSG00000007314.12",0.268623960162627,2.65116201086646,21,346,58,513,3.30296493696227,3.47501780713701e-07,7.82557429802536e-07
"ENSG00000007341.19",9.34444897351023,9.46974444084431,58,513,58,513,0.0192158991647298,0.761471817724362,0.789979973936458
"ENSG00000007350.17",1.1798577993572,3.38025655494821,41,143,58,513,1.51851975708603,7.48148919555421e-16,3.88693802157461e-15
"ENSG00000007372.24",0.0304201678153816,0.228311973152353,0,50,58,513,2.90790650251606,0.782773881055979,0.809327929816438
"ENSG00000007376.8",13.213342480196,26.8630178315878,58,512,58,513,1.02362592788665,3.4467096861173e-23,3.85051322192807e-22
"ENSG00000007384.15",30.6067799161452,47.693289375027,58,513,58,513,0.639935018380968,4.27807970646878e-10,1.25703020554421e-09
"ENSG00000007392.17",28.1901910230159,42.5180782143989,58,513,58,513,0.592883135632291,3.0561799797211e-08,7.58538494541199e-08
"ENSG00000007402.12",271.445597004759,53.8184680296858,58,511,58,513,-2.33448985313798,2.03206665340705e-29,6.13642038189964e-28
"ENSG00000007516.14",16.0443177914277,19.1434056870407,58,513,58,513,0.254785066614975,0.0912117412523374,0.113059303478524
"ENSG00000007520.4",24.2418747313418,30.9740741133964,58,513,58,513,0.353559884413455,2.84469524030035e-07,6.46212712049531e-07
"ENSG00000007541.17",44.9271424509265,45.6718792651336,58,513,58,513,0.0237188501425003,0.296024593417808,0.337252643069815
"ENSG00000007545.16",15.3633712230656,16.6540422923371,58,513,58,513,0.116377567762678,0.429685368383021,0.473992325743295
"ENSG00000007866.22",36.7214993012131,49.9011447673519,58,513,58,513,0.442447948665502,9.08078903019072e-08,2.15849697219443e-07
"ENSG00000007908.16",23.389476696411,3.11131219207956,57,485,58,513,-2.91026451530122,1.08789525641367e-11,3.74063775141609e-11
"ENSG00000007923.16",22.5417293268221,30.1222589736566,58,513,58,513,0.418231768277275,3.74856264182785e-12,1.35458249582548e-11
"ENSG00000007933.13",26.3170849869453,12.0171085265631,58,513,58,513,-1.13090989122986,1.74922921203373e-19,1.29487370894751e-18
"ENSG00000007944.15",59.6794441333438,40.8659124327313,58,513,58,513,-0.54633615148229,2.23072216142149e-14,9.94033128884745e-14
"ENSG00000007952.18",0.795359495010419,2.35179110918636,57,510,58,513,1.56408092528114,8.24258577035924e-16,4.26294709865524e-15
"ENSG00000007968.7",1.46710070550793,7.78066258337648,57,513,58,513,2.40692511239134,1.26194907996007e-28,3.1659720608329e-27
"ENSG00000008018.9",120.465056659975,139.288887675982,58,513,58,513,0.209465441709142,0.0452583691247843,0.0587432051920362
"ENSG00000008056.14",0.988482299859916,1.45573530226711,57,487,58,513,0.558461014921288,0.791068954334841,0.816842350659278
"ENSG00000008083.14",23.9861278221019,29.2508661084974,58,513,58,513,0.286279066736238,0.0264374162055495,0.0354181476447841
"ENSG00000008086.13",45.031168805124,20.591707762454,58,513,58,513,-1.12886043990626,3.17218509439795e-25,4.54143378326191e-24
"ENSG00000008118.10",1.30535280002758,1.12121635530848,55,496,58,513,-0.219375084865999,0.19903397830749,0.233651680180064
"ENSG00000008128.23",0.869606545724864,1.19318355785081,58,500,58,513,0.456381297478508,0.000606073859905253,0.000989091432315526
"ENSG00000008130.15",61.787122466983,88.5802492073504,58,513,58,513,0.519678869831341,2.32898459766737e-13,9.44332722682124e-13
"ENSG00000008196.13",0.195795467178233,1.38656612789865,9,90,58,513,2.82409715191228,0.016507787052791,0.0227209350592332
"ENSG00000008197.5",0.00958044592447581,1.68249623702338,1,203,58,513,7.45629475469103,5.35375835839653e-13,2.09379026588736e-12
"ENSG00000008226.20",12.4884142180458,5.9409805296178,58,500,58,513,-1.07181732928815,9.34363540886742e-09,2.4236006760848e-08
"ENSG00000008256.16",57.9086494342922,63.6916467796717,58,513,58,513,0.13732532387168,0.00556715309934956,0.00812441506134642
"ENSG00000008277.14",5.54305664307622,5.38562751700398,58,512,58,513,-0.0415672972120376,0.00698601835016747,0.010077346830755
"ENSG00000008282.9",140.186128425845,133.943495273893,58,513,58,513,-0.0657190791445676,0.00384459304158973,0.00571840450022092
"ENSG00000008283.16",109.727870533837,169.957910571856,58,513,58,513,0.631247500385122,1.23988319675914e-12,4.67889198293837e-12
"ENSG00000008294.21",152.340765418745,124.620284291401,58,513,58,513,-0.289763136309461,9.33676417997297e-08,2.2163307608399e-07
"ENSG00000008300.17",1.74874556131046,18.8103444584941,58,513,58,513,3.42713396736112,6.83600505085333e-32,4.26105568989295e-30
"ENSG00000008311.15",34.0729190355229,27.8587727723463,58,513,58,513,-0.290493842675217,2.05399988087921e-06,4.28943696275922e-06
"ENSG00000008323.15",4.48386568566467,15.2075175280207,58,513,58,513,1.76196969911697,1.42600098932576e-18,9.67704110728899e-18
"ENSG00000008324.12",11.54136017675,15.0749115233679,58,513,58,513,0.385336275738488,3.22253205374e-07,7.28323883853631e-07
"ENSG00000008382.16",12.171346981009,10.8216305899354,58,513,58,513,-0.169570938292689,0.0058762302374371,0.00855168777123028
"ENSG00000008394.13",165.135375567031,338.473482909259,58,513,58,513,1.03539360308032,1.71089699115203e-08,4.35051926761741e-08
"ENSG00000008405.12",35.2740002940088,24.0717936473467,58,513,58,513,-0.551261551253494,2.21522887274823e-11,7.36501153916877e-11
